feature,Class,Category,Species.Name,Molecular.Species.Name,Structural.Species.Name,Level,Mass,Sum.Formula,Total.FA,Total.C,Total.DB,Total.OH,FA,FA.C,FA.DB,FA.OH,LCB,LCB2,LCB.C,LCB.DB,LCB.OH,LCB.Bond.Type,FA1,FA1.C,FA1.DB,FA1.OH,FA1.Bond.Type,FA2,FA2.C,FA2.DB,FA2.OH,FA2.Bond.Type,FA3,FA3.C,FA3.DB,FA3.OH,FA3.Bond.Type,FA4,FA4.C,FA4.DB,FA4.OH,FA4.Bond.Type,Lipid.Maps.Category,Lipid.Maps.Class,Lipid.Maps.Subclass,Cellular.Component,Function,Bond.type,Headgroup.Charge,Lateral.Diffusion,Bilayer.Thickness,Intrinsic.Curvature,Transition.Temperature,FA.Unsaturation.Category1,FA.Unsaturation.Category2,FA.Chain.Length.Category1,FA.Chain.Length.Category2,FA.Chain.Length.Category3,LION.abbr,GATOM.abbr,LIPIDMAPS.reaction.abbr
LPG 18:3,LPG,GP,LPG 18:3,LPG 18:3,,MOLECULAR_SPECIES,506.26447,C24H43O9P,18:3,18,3,0,18:03,18,3,0,,,,,,,18:03,18,3,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoglycerols [GP04]|lysoglycerophospholipids,monoacylglycerophosphoglycerols [GP0405],mitochondrion,membrane component|lipid-mediated signalling,,headgroup with negative charge,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PG(18:3/0:0),LPG(18:3),LPG
PA 32:0,PA,GP,PA 32:0,,,SPECIES,648.47301,C35H69O8P,32:0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,very high transition temperature,,,,,,PA(32:0),PA(32:0),PA
PA 32:1,PA,GP,PA 32:1,,,SPECIES,646.45736,C35H67O8P,32:1,32,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,average lateral diffusion,average bilayer thickness,negative intrinsic curvature,average transition temperature,,,,,,PA(32:1),PA(32:1),PA
PA 34:0,PA,GP,PA 34:0,,,SPECIES,676.50431,C37H73O8P,34:0,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,very high transition temperature,,,,,,PA(34:0),PA(34:0),PA
PA 34:1,PA,GP,PA 34:1,,,SPECIES,674.48866,C37H71O8P,34:1,34,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,high transition temperature,,,,,,PA(34:1),PA(34:1),PA
PA 34:2,PA,GP,PA 34:2,,,SPECIES,672.47301,C37H69O8P,34:2,34,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,average lateral diffusion,average bilayer thickness,negative intrinsic curvature,low transition temperature,,,,,,PA(34:2),PA(34:2),PA
PA 36:0,PA,GP,PA 36:0,,,SPECIES,704.53561,C39H77O8P,36:0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,very low lateral diffusion,very high bilayer thickness,negative intrinsic curvature,very high transition temperature,,,,,,PA(36:0),PA(36:0),PA
PA 36:1,PA,GP,PA 36:1,,,SPECIES,702.51996,C39H75O8P,36:1,36,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,high transition temperature,,,,,,PA(36:1),PA(36:1),PA
PA 36:2,PA,GP,PA 36:2,,,SPECIES,700.50431,C39H73O8P,36:2,36,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,average lateral diffusion,high bilayer thickness,negative intrinsic curvature,average transition temperature,,,,,,PA(36:2),PA(36:2),PA
PA 36:3,PA,GP,PA 36:3,,,SPECIES,698.48866,C39H71O8P,36:3,36,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,high lateral diffusion,average bilayer thickness,negative intrinsic curvature,low transition temperature,,,,,,PA(36:3),PA(36:3),PA
PA 36:4,PA,GP,PA 36:4,,,SPECIES,696.47301,C39H69O8P,36:4,36,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,high lateral diffusion,low bilayer thickness,negative intrinsic curvature,very low transition temperature,,,,,,PA(36:4),PA(36:4),PA
PA 38:0,PA,GP,PA 38:0,,,SPECIES,732.56691,C41H81O8P,38:0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,very low lateral diffusion,very high bilayer thickness,negative intrinsic curvature,very high transition temperature,,,,,,PA(38:0),PA(38:0),PA
PA 38:1,PA,GP,PA 38:1,,,SPECIES,730.55126,C41H79O8P,38:1,38,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,very low lateral diffusion,very high bilayer thickness,negative intrinsic curvature,high transition temperature,,,,,,PA(38:1),PA(38:1),PA
PA 38:2,PA,GP,PA 38:2,,,SPECIES,728.53561,C41H77O8P,38:2,38,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,average transition temperature,,,,,,PA(38:2),PA(38:2),PA
PA 38:3,PA,GP,PA 38:3,,,SPECIES,726.51996,C41H75O8P,38:3,38,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,average lateral diffusion,high bilayer thickness,negative intrinsic curvature,low transition temperature,,,,,,PA(38:3),PA(38:3),PA
PA 38:4,PA,GP,PA 38:4,,,SPECIES,724.50431,C41H73O8P,38:4,38,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,high lateral diffusion,average bilayer thickness,negative intrinsic curvature,very low transition temperature,,,,,,PA(38:4),PA(38:4),PA
PA 40:0,PA,GP,PA 40:0,,,SPECIES,760.59821,C43H85O8P,40:0,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,very low lateral diffusion,very high bilayer thickness,negative intrinsic curvature,very high transition temperature,,,,,,PA(40:0),PA(40:0),PA
PA 40:1,PA,GP,PA 40:1,,,SPECIES,758.58256,C43H83O8P,40:1,40,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,very low lateral diffusion,very high bilayer thickness,negative intrinsic curvature,high transition temperature,,,,,,PA(40:1),PA(40:1),PA
PA 40:2,PA,GP,PA 40:2,,,SPECIES,756.56691,C43H81O8P,40:2,40,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,low lateral diffusion,very high bilayer thickness,negative intrinsic curvature,average transition temperature,,,,,,PA(40:2),PA(40:2),PA
PA 40:3,PA,GP,PA 40:3,,,SPECIES,754.55126,C43H79O8P,40:3,40,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,low transition temperature,,,,,,PA(40:3),PA(40:3),PA
PA 40:4,PA,GP,PA 40:4,,,SPECIES,752.53561,C43H77O8P,40:4,40,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10],diacylglycerophosphates [GP1001],,lipid-mediated signalling|membrane component,,headgroup with negative charge,average lateral diffusion,high bilayer thickness,negative intrinsic curvature,very low transition temperature,,,,,,PA(40:4),PA(40:4),PA
LPA 16:0,LPA,GP,LPA 16:0,LPA 16:0,,MOLECULAR_SPECIES,410.24334,C19H39O7P,16:0,16,0,0,16:00,16,0,0,,,,,,,16:00,16,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,FA with less than 2 double bonds,Saturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PA(16:0/0:0),LPA(16:0),LPA
LPA 16:1,LPA,GP,LPA 16:1,LPA 16:1,,MOLECULAR_SPECIES,408.22769,C19H37O7P,16:1,16,1,0,16:01,16,1,0,,,,,,,16:01,16,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PA(16:1/0:0),LPA(16:1),LPA
LPA 18:0,LPA,GP,LPA 18:0,LPA 18:0,,MOLECULAR_SPECIES,438.27464,C21H43O7P,18:0,18,0,0,18:00,18,0,0,,,,,,,18:00,18,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,FA with less than 2 double bonds,Saturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PA(18:0/0:0),LPA(18:0),LPA
LPA 18:1,LPA,GP,LPA 18:1,LPA 18:1,,MOLECULAR_SPECIES,436.25899,C21H41O7P,18:1,18,1,0,18:01,18,1,0,,,,,,,18:01,18,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PA(18:1/0:0),LPA(18:1),LPA
LPA 18:2,LPA,GP,LPA 18:2,LPA 18:2,,MOLECULAR_SPECIES,434.24334,C21H39O7P,18:2,18,2,0,18:02,18,2,0,,,,,,,18:02,18,2,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with 2 double bonds,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PA(18:2/0:0),LPA(18:2),LPA
LPA 20:0,LPA,GP,LPA 20:0,LPA 20:0,,MOLECULAR_SPECIES,466.30594,C23H47O7P,20:0,20,0,0,20:00,20,0,0,,,,,,,20:00,20,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,FA with less than 2 double bonds,Saturated fatty acid,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PA(20:0/0:0),LPA(20:0),LPA
LPA 20:1,LPA,GP,LPA 20:1,LPA 20:1,,MOLECULAR_SPECIES,464.29029,C23H45O7P,20:1,20,1,0,20:01,20,1,0,,,,,,,20:01,20,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PA(20:1/0:0),LPA(20:1),LPA
LPA 20:2,LPA,GP,LPA 20:2,LPA 20:2,,MOLECULAR_SPECIES,462.27464,C23H43O7P,20:2,20,2,0,20:02,20,2,0,,,,,,,20:02,20,2,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with 2 double bonds,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PA(20:2/0:0),LPA(20:2),LPA
LPA 20:3,LPA,GP,LPA 20:3,LPA 20:3,,MOLECULAR_SPECIES,460.25899,C23H41O7P,20:3,20,3,0,20:03,20,3,0,,,,,,,20:03,20,3,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PA(20:3/0:0),LPA(20:3),LPA
LPA 20:4,LPA,GP,LPA 20:4,LPA 20:4,,MOLECULAR_SPECIES,458.24334,C23H39O7P,20:4,20,4,0,20:04,20,4,0,,,,,,,20:04,20,4,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphates [GP10]|lysoglycerophospholipids,monoacylglycerophosphates [GP1005],,lipid-mediated signalling|membrane component,,headgroup with negative charge,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PA(20:4/0:0),LPA(20:4),LPA
MG 16:0,MG,GL,MG 16:0,MG 16:0,,MOLECULAR_SPECIES,330.27701,C19H38O4,16:0,16,0,0,16:00,16,0,0,,,,,,,16:00,16,0,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Saturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,MG(16:0),MG(16:0),MG
MG 16:1,MG,GL,MG 16:1,MG 16:1,,MOLECULAR_SPECIES,328.26136,C19H36O4,16:1,16,1,0,16:01,16,1,0,,,,,,,16:01,16,1,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,MG(16:1),MG(16:1),MG
MG 16:2,MG,GL,MG 16:2,MG 16:2,,MOLECULAR_SPECIES,326.24571,C19H34O4,16:2,16,2,0,16:02,16,2,0,,,,,,,16:02,16,2,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,Polyunsaturated fatty acid,FA with 2 double bonds,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,MG(16:2),MG(16:2),MG
MG 18:0,MG,GL,MG 18:0,MG 18:0,,MOLECULAR_SPECIES,358.30831,C21H42O4,18:0,18,0,0,18:00,18,0,0,,,,,,,18:00,18,0,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Saturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,MG(18:0),MG(18:0),MG
MG 18:1,MG,GL,MG 18:1,MG 18:1,,MOLECULAR_SPECIES,356.29266,C21H40O4,18:1,18,1,0,18:01,18,1,0,,,,,,,18:01,18,1,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,MG(18:1),MG(18:1),MG
MG 18:2,MG,GL,MG 18:2,MG 18:2,,MOLECULAR_SPECIES,354.27701,C21H38O4,18:2,18,2,0,18:02,18,2,0,,,,,,,18:02,18,2,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,Polyunsaturated fatty acid,FA with 2 double bonds,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,MG(18:2),MG(18:2),MG
MG 18:3,MG,GL,MG 18:3,MG 18:3,,MOLECULAR_SPECIES,352.26136,C21H36O4,18:3,18,3,0,18:03,18,3,0,,,,,,,18:03,18,3,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,MG(18:3),MG(18:3),MG
MG 20:0,MG,GL,MG 20:0,MG 20:0,,MOLECULAR_SPECIES,386.33961,C23H46O4,20:0,20,0,0,20:00,20,0,0,,,,,,,20:00,20,0,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Saturated fatty acid,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,MG(20:0),MG(20:0),MG
MG 20:1,MG,GL,MG 20:1,MG 20:1,,MOLECULAR_SPECIES,384.32396,C23H44O4,20:1,20,1,0,20:01,20,1,0,,,,,,,20:01,20,1,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,MG(20:1),MG(20:1),MG
MG 20:2,MG,GL,MG 20:2,MG 20:2,,MOLECULAR_SPECIES,382.30831,C23H42O4,20:2,20,2,0,20:02,20,2,0,,,,,,,20:02,20,2,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,Polyunsaturated fatty acid,FA with 2 double bonds,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,MG(20:2),MG(20:2),MG
MG 22:0,MG,GL,MG 22:0,MG 22:0,,MOLECULAR_SPECIES,414.37091,C25H50O4,22:0,22,0,0,22:00,22,0,0,,,,,,,22:00,22,0,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Saturated fatty acid,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,MG(22:0),MG(22:0),MG
MG 22:1,MG,GL,MG 22:1,MG 22:1,,MOLECULAR_SPECIES,412.35526,C25H48O4,22:1,22,1,0,22:01,22,1,0,,,,,,,22:01,22,1,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,MG(22:1),MG(22:1),MG
MG 22:2,MG,GL,MG 22:2,MG 22:2,,MOLECULAR_SPECIES,410.33961,C25H46O4,22:2,22,2,0,22:02,22,2,0,,,,,,,22:02,22,2,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,Polyunsaturated fatty acid,FA with 2 double bonds,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,MG(22:2),MG(22:2),MG
MG 22:3,MG,GL,MG 22:3,MG 22:3,,MOLECULAR_SPECIES,408.32396,C25H44O4,22:3,22,3,0,22:03,22,3,0,,,,,,,22:03,22,3,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,MG(22:3),MG(22:3),MG
MG 24:0,MG,GL,MG 24:0,MG 24:0,,MOLECULAR_SPECIES,442.40221,C27H54O4,24:0,24,0,0,24:00:00,24,0,0,,,,,,,24:00:00,24,0,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Saturated fatty acid,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,MG(24:0),MG(24:0),MG
MG 24:1,MG,GL,MG 24:1,MG 24:1,,MOLECULAR_SPECIES,440.38656,C27H52O4,24:1,24,1,0,24:01:00,24,1,0,,,,,,,24:01:00,24,1,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,MG(24:1),MG(24:1),MG
MG 24:2,MG,GL,MG 24:2,MG 24:2,,MOLECULAR_SPECIES,438.37091,C27H50O4,24:2,24,2,0,24:02:00,24,2,0,,,,,,,24:02:00,24,2,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,Polyunsaturated fatty acid,FA with 2 double bonds,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,MG(24:2),MG(24:2),MG
MG 24:3,MG,GL,MG 24:3,MG 24:3,,MOLECULAR_SPECIES,436.35526,C27H48O4,24:3,24,3,0,24:03:00,24,3,0,,,,,,,24:03:00,24,3,0,ESTER,,,,,ESTER,,,,,ESTER,,,,,,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],,,,,,,,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,MG(24:3),MG(24:3),MG
DG 32:0,DG,GL,DG 32:0,,,SPECIES,568.50668,C35H68O5,32:0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(32:0),DG(32:0),1_2-DG
DG 32:1,DG,GL,DG 32:1,,,SPECIES,566.49103,C35H66O5,32:1,32,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(32:1),DG(32:1),1_2-DG
DG 32:2,DG,GL,DG 32:2,,,SPECIES,564.47538,C35H64O5,32:2,32,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(32:2),DG(32:2),1_2-DG
DG 32:3,DG,GL,DG 32:3,,,SPECIES,562.45973,C35H62O5,32:3,32,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(32:3),DG(32:3),1_2-DG
DG 32:4,DG,GL,DG 32:4,,,SPECIES,560.44408,C35H60O5,32:4,32,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(32:4),DG(32:4),1_2-DG
DG 32:5,DG,GL,DG 32:5,,,SPECIES,558.42843,C35H58O5,32:5,32,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,,,,,,,,,,,,,DG(32:5),DG(32:5),1_2-DG
DG 34:0,DG,GL,DG 34:0,,,SPECIES,596.53798,C37H72O5,34:0,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(34:0),DG(34:0),1_2-DG
DG 34:1,DG,GL,DG 34:1,,,SPECIES,594.52233,C37H70O5,34:1,34,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(34:1),DG(34:1),1_2-DG
DG 34:2,DG,GL,DG 34:2,,,SPECIES,592.50668,C37H68O5,34:2,34,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerolipids [GL],diradylglycerols [GL02],diacylglycerols [GL0201],,lipid-mediated signalling|membrane component,,headgroup with neutral charge,,,negative intrinsic curvature,,,,,,,DG(34:2),DG(34:2),1_2-DG
